HHI,alpha,diversity_factor,gini,n_genes_final,n_seasons_completed,run_idx,seed,shannon_diversity,top10_newcomer_rate,top10_share,total_battles
2.156149682289887,0.7,0.9999845416099266,0.13617128707909662,5167.0,100.0,21,3221,8.459149043185896,0.0,0.0022535905809744593,4010993.0
2.18033576998782,0.7,0.9999843865019072,0.13592689003697286,5109.0,100.0,22,3222,8.447918171517701,0.0,0.0022784143168936327,3968059.0
2.16959940305448,0.7,0.9999845506276849,0.1355903097359752,5131.0,100.0,23,3223,8.45304260252506,0.0,0.0022679436326606887,4038739.0
2.1106838493157554,0.7,0.9999850765755424,0.1348339637575044,5270.0,100.0,24,3224,8.480447105821662,0.0,0.0022061666046330874,4068127.0
2.134819102380304,0.7,0.9999848393907611,0.1346368157762793,5213.0,100.0,25,3225,8.469026636879137,0.0,0.0022292241933296437,4041874.0
2.1711314052266606,0.7,0.9999844965732183,0.13605220061715212,5129.0,100.0,26,3226,8.452046046562682,0.0,0.0022702423771833987,3989844.0
2.091255593730783,0.7,0.9999850893503158,0.1355697953347118,5324.0,100.0,27,3227,8.489464978322864,0.0,0.0021856067043165613,4147377.0
2.138169636344452,0.7,0.9999846821408561,0.13547680717234228,5210.0,100.0,28,3228,8.467250966389827,0.0,0.0022326671295409264,4076735.0
2.1352947682963,0.7,0.9999848576336623,0.13471828457739582,5211.0,100.0,29,3229,8.46881693806445,0.0,0.002230467935204895,4035145.0
2.173540657904095,0.7,0.9999846480088679,0.13503900477772562,5117.0,100.0,30,3230,8.451282523423291,0.0,0.002272922807002869,3936126.0
2.130257809722993,0.7,0.9999849786441807,0.1335618456515194,5220.0,100.0,31,3231,8.470636782872045,0.0,0.0022231861624561443,4061501.0
2.1442045108198045,0.7,0.9999846735726098,0.13641623657140556,5194.0,100.0,32,3232,8.464836359885972,0.0,0.0022429900115139632,4031822.0
2.132990939690885,0.7,0.9999848129862222,0.1355911627614706,5219.0,100.0,33,3233,8.469867559740761,0.0,0.0022297350039560153,4049964.0
2.133376107823948,0.7,0.9999848631753528,0.13550149489099197,5216.0,100.0,34,3234,8.469960370613165,0.0,0.0022310144602247736,4047445.0
2.138000308965736,0.7,0.9999847197939271,0.13607652281452468,5209.0,100.0,35,3235,8.467699508973032,0.0,0.002235356814217438,4048436.0
2.11713605346907,0.7,0.9999848521001816,0.13563906969796247,5261.0,100.0,36,3236,8.477404701596694,0.0,0.002211638457264663,4121202.0
2.171400400669507,0.7,0.9999845309885602,0.1357953446911419,5127.0,100.0,37,3237,8.451903370325912,0.0,0.0022704607402137945,4013573.0
2.1490481570371442,0.7,0.9999847248576154,0.13536674666652673,5179.0,100.0,38,3238,8.462326549771378,0.0,0.0022463501756036495,4038174.0
2.165028226032308,0.7,0.9999843144921361,0.13767130683334888,5152.0,100.0,39,3239,8.455593746541396,0.0,0.002264458804603248,4003538.0
2.124516113940186,0.7,0.9999848177443772,0.13564383538453806,5242.0,100.0,40,3240,8.473760833515813,0.0,0.0022198245601456838,4079010.0
2.164862995026648,0.7,0.9999846433225709,0.1345298427045377,5140.0,100.0,41,3241,8.45477813885581,0.0,0.0022606423685044277,4016711.0
2.1373274829504605,0.7,0.9999849218961946,0.13354171277478252,5203.0,100.0,42,3242,8.467173493269838,0.0,0.002230357087598661,4052974.0
2.106325024151586,0.7,0.9999849295388216,0.13646457916219673,5288.0,100.0,43,3243,8.4828302363656,0.0,0.0022031995016871236,4079139.0
